HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.SUBJECT-FILE,Input.category1,Input.filename1,Input.item1,Input.Tar_typ1,Input.Dis_Typ1,Input.Sim-Dif1,Input.Dis_num1,Input.Tarpic1,Input.dispic1,Input.leftpic1,Input.rightpic1,Input.compare-image1,Input.category2,Input.filename2,Input.item2,Input.Tar_typ2,Input.Dis_Typ2,Input.Sim-Dif2,Input.Dis_num2,Input.Tarpic2,Input.dispic2,Input.leftpic2,Input.rightpic2,Input.compare-image2,Input.category3,Input.filename3,Input.item3,Input.Tar_typ3,Input.Dis_Typ3,Input.Sim-Dif3,Input.Dis_num3,Input.Tarpic3,Input.dispic3,Input.leftpic3,Input.rightpic3,Input.compare-image3,Input.category4,Input.filename4,Input.item4,Input.Tar_typ4,Input.Dis_Typ4,Input.Sim-Dif4,Input.Dis_num4,Input.Tarpic4,Input.dispic4,Input.leftpic4,Input.rightpic4,Input.compare-image4,Answer.Dis_Typ,Answer.Dis_num,Answer.SUBJECT-FILE,Answer.Sim-Dif,Answer.Tar_typ,Answer.Tarpic,Answer.category,Answer.compare-image,Answer.dispic,Answer.filename,Answer.im1response,Answer.im2response,Answer.im3response,Answer.im4response,Answer.item,Answer.leftpic,Answer.rightpic,Approve,Reject
3UL5XDRDNCARJGY3LA3FJ03H3OR58J,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3PJUZCGDJ77D7NY8E2LYJ045XNT89O,AKSJ3C5O3V9RB,Submitted,Thu Feb 23 10:36:09 PST 2017,Thu Feb 23 10:38:43 PST 2017,Thu Mar 02 10:38:43 PST 2017,,,,154,0% (0/0),0% (0/0),0% (0/0),1,BAG,BAG,3,Typical,atyp,dis,2,Typical_BAG.tga,BAG_atyp_dis2.tga,Typical_BAG.tga,BAG_atyp_dis2.tga,Typical_BAG_atyp_dis2.bmp,CHAIR,CHAIR,13,Atypical,atyp,dis,1,Atypical_CHAIR.tga,CHAIR_atyp_dis1.tga,Atypical_CHAIR.tga,CHAIR_atyp_dis1.tga,Atypical_CHAIR_atyp_dis1.bmp,LAMP,LAMP,29,Atypical,typ,sim,4,Atypical_LAMP.tga,LAMP_typ_sim4.tga,Atypical_LAMP.tga,LAMP_typ_sim4.tga,Atypical_LAMP_typ_sim4.bmp,CAKE,CAKE,10,Atypical,typ,sim,2,Atypical_CAKE.tga,CAKE_typ_sim2.tga,CAKE_typ_sim2.tga,Atypical_CAKE.tga,Atypical_CAKE_typ_sim2.bmp,atyp|atyp|typ|typ,2|1|4|2,1|1|1|1,dis|dis|sim|sim,Typical|Atypical|Atypical|Atypical,Typical_BAG.tga|Atypical_CHAIR.tga|Atypical_LAMP.tga|Atypical_CAKE.tga,BAG|CHAIR|LAMP|CAKE,Typical_BAG_atyp_dis2.bmp|Atypical_CHAIR_atyp_dis1.bmp|Atypical_LAMP_typ_sim4.bmp|Atypical_CAKE_typ_sim2.bmp,BAG_atyp_dis2.tga|CHAIR_atyp_dis1.tga|LAMP_typ_sim4.tga|CAKE_typ_sim2.tga,BAG|CHAIR|LAMP|CAKE,1,2,3,4,3|13|29|10,Typical_BAG.tga|Atypical_CHAIR.tga|Atypical_LAMP.tga|CAKE_typ_sim2.tga,BAG_atyp_dis2.tga|CHAIR_atyp_dis1.tga|LAMP_typ_sim4.tga|Atypical_CAKE.tga,,
30U1YOGZGAN46DS5EER3Y3RASZVSDD,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,39GHHAVOMGI1UYOFOBMYRI23R6A4J9,AKSJ3C5O3V9RB,Submitted,Thu Feb 23 10:38:44 PST 2017,Thu Feb 23 10:42:20 PST 2017,Thu Mar 02 10:42:20 PST 2017,,,,216,0% (0/0),0% (0/0),0% (0/0),1,SAW,SAW,33,Atypical,atyp,dis,1,Atypical_SAW.tga,SAW_atyp_dis1.tga,Atypical_SAW.tga,SAW_atyp_dis1.tga,Atypical_SAW_atyp_dis1.bmp,APPLE,APPLE,1,Typical,typ,sim,1,Typical_APPLE.tga,APPLE_typ_sim1.tga,Typical_APPLE.tga,APPLE_typ_sim1.tga,Typical_APPLE_typ_sim1.bmp,DOG,DOG,16,Typical,atyp,sim,1,Typical_DOG.tga,DOG_atyp_sim1.tga,DOG_atyp_sim1.tga,Typical_DOG.tga,Typical_DOG_atyp_sim1.bmp,PIPE,PIPE,31,Atypical,atyp,dis,5,Atypical_PIPE.tga,PIPE_atyp_dis5.tga,Atypical_PIPE.tga,PIPE_atyp_dis5.tga,Atypical_PIPE_atyp_dis5.bmp,atyp|typ|atyp|atyp,1|1|1|5,1|1|1|1,dis|sim|sim|dis,Atypical|Typical|Typical|Atypical,Atypical_SAW.tga|Typical_APPLE.tga|Typical_DOG.tga|Atypical_PIPE.tga,SAW|APPLE|DOG|PIPE,Atypical_SAW_atyp_dis1.bmp|Typical_APPLE_typ_sim1.bmp|Typical_DOG_atyp_sim1.bmp|Atypical_PIPE_atyp_dis5.bmp,SAW_atyp_dis1.tga|APPLE_typ_sim1.tga|DOG_atyp_sim1.tga|PIPE_atyp_dis5.tga,SAW|APPLE|DOG|PIPE,1,6,5,4,33|1|16|31,Atypical_SAW.tga|Typical_APPLE.tga|DOG_atyp_sim1.tga|Atypical_PIPE.tga,SAW_atyp_dis1.tga|APPLE_typ_sim1.tga|Typical_DOG.tga|PIPE_atyp_dis5.tga,,
337F8MIIMZ4R58P0C17QLTRLKUK04M,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3CPLWGV3MPQYAULCK4AH1XU0MISN9R,AKSJ3C5O3V9RB,Submitted,Thu Feb 23 10:35:35 PST 2017,Thu Feb 23 10:36:52 PST 2017,Thu Mar 02 10:36:52 PST 2017,,,,77,0% (0/0),0% (0/0),0% (0/0),1,WRENCH,WRENCH,40,Typical,typ,sim,3,Typical_WRENCH.tga,WRENCH_typ_sim3.tga,WRENCH_typ_sim3.tga,Typical_WRENCH.tga,Typical_WRENCH_typ_sim3.bmp,APPLE,APPLE,1,Atypical,atyp,dis,5,Atypical_APPLE.tga,APPLE_atyp_dis5.tga,Atypical_APPLE.tga,APPLE_atyp_dis5.tga,Atypical_APPLE_atyp_dis5.bmp,HEADPHONES2,HEADPHONES,26,Typical,atyp,sim,1,Typical_HEADPHONES.tga,HEADPHONES_atyp_sim1.tga,HEADPHONES_atyp_sim1.tga,Typical_HEADPHONES.tga,Typical_HEADPHONES_atyp_sim1.bmp,CUP,CUP,15,Typical,atyp,sim,3,Typical_CUP.tga,CUP_atyp_sim3.tga,Typical_CUP.tga,CUP_atyp_sim3.tga,Typical_CUP_atyp_sim3.bmp,typ|atyp|atyp|atyp,3|5|1|3,1|1|1|1,sim|dis|sim|sim,Typical|Atypical|Typical|Typical,Typical_WRENCH.tga|Atypical_APPLE.tga|Typical_HEADPHONES.tga|Typical_CUP.tga,WRENCH|APPLE|HEADPHONES2|CUP,Typical_WRENCH_typ_sim3.bmp|Atypical_APPLE_atyp_dis5.bmp|Typical_HEADPHONES_atyp_sim1.bmp|Typical_CUP_atyp_sim3.bmp,WRENCH_typ_sim3.tga|APPLE_atyp_dis5.tga|HEADPHONES_atyp_sim1.tga|CUP_atyp_sim3.tga,WRENCH|APPLE|HEADPHONES|CUP,5,2,2,1,40|1|26|15,WRENCH_typ_sim3.tga|Atypical_APPLE.tga|HEADPHONES_atyp_sim1.tga|Typical_CUP.tga,Typical_WRENCH.tga|APPLE_atyp_dis5.tga|Typical_HEADPHONES.tga|CUP_atyp_sim3.tga,,
3UQVX1UPFS8H2UAD8NO2SEUN0GO02Q,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3DL65MZB8E6WEMF23PHPD01ZEBUECA,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:36:46 PST 2017,Thu Feb 23 10:37:07 PST 2017,Thu Mar 02 10:37:07 PST 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),1,GLASSES,GLASSES,22,Typical,atyp,dis,4,Typical_GLASSES.tga,GLASSES_atyp_dis4.tga,GLASSES_atyp_dis4.tga,Typical_GLASSES.tga,Typical_GLASSES_atyp_dis4.bmp,DRUM,DRUM,19,Atypical,typ,sim,4,Atypical_DRUM.tga,DRUM_typ_sim4.tga,Atypical_DRUM.tga,DRUM_typ_sim4.tga,Atypical_DRUM_typ_sim4.bmp,HELMET,HELMET,27,Typical,typ,dis,4,Typical_HELMET.tga,HELMET_typ_dis4.tga,Typical_HELMET.tga,HELMET_typ_dis4.tga,Typical_HELMET_typ_dis4.bmp,GLASSES,GLASSES,22,Atypical,atyp,dis,3,Atypical_GLASSES.tga,GLASSES_atyp_dis3.tga,GLASSES_atyp_dis3.tga,Atypical_GLASSES.tga,Atypical_GLASSES_atyp_dis3.bmp,atyp|typ|typ|atyp,4|4|4|3,1|1|1|1,dis|sim|dis|dis,Typical|Atypical|Typical|Atypical,Typical_GLASSES.tga|Atypical_DRUM.tga|Typical_HELMET.tga|Atypical_GLASSES.tga,GLASSES|DRUM|HELMET|GLASSES,Typical_GLASSES_atyp_dis4.bmp|Atypical_DRUM_typ_sim4.bmp|Typical_HELMET_typ_dis4.bmp|Atypical_GLASSES_atyp_dis3.bmp,GLASSES_atyp_dis4.tga|DRUM_typ_sim4.tga|HELMET_typ_dis4.tga|GLASSES_atyp_dis3.tga,GLASSES|DRUM|HELMET|GLASSES,1,1,1,3,22|19|27|22,GLASSES_atyp_dis4.tga|Atypical_DRUM.tga|Typical_HELMET.tga|GLASSES_atyp_dis3.tga,Typical_GLASSES.tga|DRUM_typ_sim4.tga|HELMET_typ_dis4.tga|Atypical_GLASSES.tga,,
36D1BWBEHNSE58HKXSB0QB103JP2M3,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,382M9COHEI6S0GW2PG2P76N5LB1UE0,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:38:02 PST 2017,Thu Feb 23 10:38:23 PST 2017,Thu Mar 02 10:38:23 PST 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),1,PISTOL,PISTOL,32,Atypical,atyp,dis,3,Atypical_PISTOL.tga,PISTOL_atyp_dis3.tga,PISTOL_atyp_dis3.tga,Atypical_PISTOL.tga,Atypical_PISTOL_atyp_dis3.bmp,BAG,BAG,3,Atypical,atyp,dis,1,Atypical_BAG.tga,BAG_atyp_dis1.tga,Atypical_BAG.tga,BAG_atyp_dis1.tga,Atypical_BAG_atyp_dis1.bmp,LAMP,LAMP,29,Typical,typ,sim,5,Typical_LAMP.tga,LAMP_typ_sim5.tga,Typical_LAMP.tga,LAMP_typ_sim5.tga,Typical_LAMP_typ_sim5.bmp,TABLE,TABLE,37,Typical,typ,dis,4,Typical_TABLE.tga,TABLE_typ_dis4.tga,Typical_TABLE.tga,TABLE_typ_dis4.tga,Typical_TABLE_typ_dis4.bmp,atyp|atyp|typ|typ,3|1|5|4,1|1|1|1,dis|dis|sim|dis,Atypical|Atypical|Typical|Typical,Atypical_PISTOL.tga|Atypical_BAG.tga|Typical_LAMP.tga|Typical_TABLE.tga,PISTOL|BAG|LAMP|TABLE,Atypical_PISTOL_atyp_dis3.bmp|Atypical_BAG_atyp_dis1.bmp|Typical_LAMP_typ_sim5.bmp|Typical_TABLE_typ_dis4.bmp,PISTOL_atyp_dis3.tga|BAG_atyp_dis1.tga|LAMP_typ_sim5.tga|TABLE_typ_dis4.tga,PISTOL|BAG|LAMP|TABLE,2,1,5,3,32|3|29|37,PISTOL_atyp_dis3.tga|Atypical_BAG.tga|Typical_LAMP.tga|Typical_TABLE.tga,Atypical_PISTOL.tga|BAG_atyp_dis1.tga|LAMP_typ_sim5.tga|TABLE_typ_dis4.tga,,
3SZYX62S5GRNJ2TKB5B9507MS4L57W,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,33C7UALJVMPVIIVDAP654UMMZB681G,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:39:44 PST 2017,Thu Feb 23 10:40:01 PST 2017,Thu Mar 02 10:40:01 PST 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),1,PISTOL,PISTOL,32,Typical,atyp,dis,4,Typical_PISTOL.tga,PISTOL_atyp_dis4.tga,PISTOL_atyp_dis4.tga,Typical_PISTOL.tga,Typical_PISTOL_atyp_dis4.bmp,DOORKNOB,DOORKNOB,17,Atypical,typ,dis,3,Atypical_DOORKNOB.tga,DOORKNOB_typ_dis3.tga,Atypical_DOORKNOB.tga,DOORKNOB_typ_dis3.tga,Atypical_DOORKNOB_typ_dis3.bmp,TELEPHONE,TELEPHONE,39,Typical,typ,sim,5,Typical_TELEPHONE.tga,TELEPHONE_typ_sim5.tga,Typical_TELEPHONE.tga,TELEPHONE_typ_sim5.tga,Typical_TELEPHONE_typ_sim5.bmp,WRENCH,WRENCH,40,Atypical,typ,sim,2,Atypical_WRENCH.tga,WRENCH_typ_sim2.tga,WRENCH_typ_sim2.tga,Atypical_WRENCH.tga,Atypical_WRENCH_typ_sim2.bmp,atyp|typ|typ|typ,4|3|5|2,1|1|1|1,dis|dis|sim|sim,Typical|Atypical|Typical|Atypical,Typical_PISTOL.tga|Atypical_DOORKNOB.tga|Typical_TELEPHONE.tga|Atypical_WRENCH.tga,PISTOL|DOORKNOB|TELEPHONE|WRENCH,Typical_PISTOL_atyp_dis4.bmp|Atypical_DOORKNOB_typ_dis3.bmp|Typical_TELEPHONE_typ_sim5.bmp|Atypical_WRENCH_typ_sim2.bmp,PISTOL_atyp_dis4.tga|DOORKNOB_typ_dis3.tga|TELEPHONE_typ_sim5.tga|WRENCH_typ_sim2.tga,PISTOL|DOORKNOB|TELEPHONE|WRENCH,3,1,7,4,32|17|39|40,PISTOL_atyp_dis4.tga|Atypical_DOORKNOB.tga|Typical_TELEPHONE.tga|WRENCH_typ_sim2.tga,Typical_PISTOL.tga|DOORKNOB_typ_dis3.tga|TELEPHONE_typ_sim5.tga|Atypical_WRENCH.tga,,
356ZPKYPUH8ARW74ITANGJW0N3UPY2,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3M81GAB8A1A21KD1YGGUWXKVFTIBQC,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:37:08 PST 2017,Thu Feb 23 10:37:46 PST 2017,Thu Mar 02 10:37:46 PST 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),1,HAT,HAT,25,Typical,atyp,sim,3,Typical_HAT.tga,HAT_atyp_sim3.tga,Typical_HAT.tga,HAT_atyp_sim3.tga,Typical_HAT_atyp_sim3.bmp,SAW,SAW,33,Typical,atyp,dis,2,Typical_SAW.tga,SAW_atyp_dis2.tga,Typical_SAW.tga,SAW_atyp_dis2.tga,Typical_SAW_atyp_dis2.bmp,CACTUS,CACTUS,9,Atypical,typ,sim,4,Atypical_CACTUS.tga,CACTUS_typ_sim4.tga,Atypical_CACTUS.tga,CACTUS_typ_sim4.tga,Atypical_CACTUS_typ_sim4.bmp,AXE,AXE,2,Typical,atyp,dis,4,Typical_AXE.tga,AXE_atyp_dis4.tga,AXE_atyp_dis4.tga,Typical_AXE.tga,Typical_AXE_atyp_dis4.bmp,atyp|atyp|typ|atyp,3|2|4|4,1|1|1|1,sim|dis|sim|dis,Typical|Typical|Atypical|Typical,Typical_HAT.tga|Typical_SAW.tga|Atypical_CACTUS.tga|Typical_AXE.tga,HAT|SAW|CACTUS|AXE,Typical_HAT_atyp_sim3.bmp|Typical_SAW_atyp_dis2.bmp|Atypical_CACTUS_typ_sim4.bmp|Typical_AXE_atyp_dis4.bmp,HAT_atyp_sim3.tga|SAW_atyp_dis2.tga|CACTUS_typ_sim4.tga|AXE_atyp_dis4.tga,HAT|SAW|CACTUS|AXE,2,2,4,1,25|33|9|2,Typical_HAT.tga|Typical_SAW.tga|Atypical_CACTUS.tga|AXE_atyp_dis4.tga,HAT_atyp_sim3.tga|SAW_atyp_dis2.tga|CACTUS_typ_sim4.tga|Typical_AXE.tga,,
3B9J25CZ254U1LMREIWSEX9S7ZJSCD,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3MTMREQS4W92274V4BF4TBIBLCEWA6,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:38:23 PST 2017,Thu Feb 23 10:39:43 PST 2017,Thu Mar 02 10:39:43 PST 2017,,,,80,0% (0/0),0% (0/0),0% (0/0),1,CHAIR,CHAIR,13,Typical,atyp,dis,2,Typical_CHAIR.tga,CHAIR_atyp_dis2.tga,Typical_CHAIR.tga,CHAIR_atyp_dis2.tga,Typical_CHAIR_atyp_dis2.bmp,LEAF,LEAF,30,Typical,typ,sim,3,Typical_LEAF.tga,LEAF_typ_sim3.tga,LEAF_typ_sim3.tga,Typical_LEAF.tga,Typical_LEAF_typ_sim3.bmp,BOTTLE,BOTTLE,7,Typical,typ,dis,4,Typical_BOTTLE.tga,BOTTLE_typ_dis4.tga,Typical_BOTTLE.tga,BOTTLE_typ_dis4.tga,Typical_BOTTLE_typ_dis4.bmp,TABLE,TABLE,37,Atypical,typ,dis,3,Atypical_TABLE.tga,TABLE_typ_dis3.tga,Atypical_TABLE.tga,TABLE_typ_dis3.tga,Atypical_TABLE_typ_dis3.bmp,atyp|typ|typ|typ,2|3|4|3,1|1|1|1,dis|sim|dis|dis,Typical|Typical|Typical|Atypical,Typical_CHAIR.tga|Typical_LEAF.tga|Typical_BOTTLE.tga|Atypical_TABLE.tga,CHAIR|LEAF|BOTTLE|TABLE,Typical_CHAIR_atyp_dis2.bmp|Typical_LEAF_typ_sim3.bmp|Typical_BOTTLE_typ_dis4.bmp|Atypical_TABLE_typ_dis3.bmp,CHAIR_atyp_dis2.tga|LEAF_typ_sim3.tga|BOTTLE_typ_dis4.tga|TABLE_typ_dis3.tga,CHAIR|LEAF|BOTTLE|TABLE,1,6,1,1,13|30|7|37,Typical_CHAIR.tga|LEAF_typ_sim3.tga|Typical_BOTTLE.tga|Atypical_TABLE.tga,CHAIR_atyp_dis2.tga|Typical_LEAF.tga|BOTTLE_typ_dis4.tga|TABLE_typ_dis3.tga,,
3DWGDA5POFVQ6ATXSGCD8OA826MV1V,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3UWN2HHPUZWGF9HBTAA8ISZQE6HSN7,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:36:16 PST 2017,Thu Feb 23 10:36:46 PST 2017,Thu Mar 02 10:36:46 PST 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),1,CUP,CUP,15,Atypical,atyp,sim,2,Atypical_CUP.tga,CUP_atyp_sim2.tga,Atypical_CUP.tga,CUP_atyp_sim2.tga,Atypical_CUP_atyp_sim2.bmp,HAT,HAT,25,Atypical,atyp,sim,2,Atypical_HAT.tga,HAT_atyp_sim2.tga,Atypical_HAT.tga,HAT_atyp_sim2.tga,Atypical_HAT_atyp_sim2.bmp,DRILL,DRILL,18,Atypical,typ,dis,1,Atypical_DRILL.tga,DRILL_typ_dis1.tga,DRILL_typ_dis1.tga,Atypical_DRILL.tga,Atypical_DRILL_typ_dis1.bmp,FAN,FAN,20,Typical,typ,sim,3,Typical_FAN.tga,FAN_typ_sim3.tga,FAN_typ_sim3.tga,Typical_FAN.tga,Typical_FAN_typ_sim3.bmp,atyp|atyp|typ|typ,2|2|1|3,1|1|1|1,sim|sim|dis|sim,Atypical|Atypical|Atypical|Typical,Atypical_CUP.tga|Atypical_HAT.tga|Atypical_DRILL.tga|Typical_FAN.tga,CUP|HAT|DRILL|FAN,Atypical_CUP_atyp_sim2.bmp|Atypical_HAT_atyp_sim2.bmp|Atypical_DRILL_typ_dis1.bmp|Typical_FAN_typ_sim3.bmp,CUP_atyp_sim2.tga|HAT_atyp_sim2.tga|DRILL_typ_dis1.tga|FAN_typ_sim3.tga,CUP|HAT|DRILL|FAN,5,4,1,6,15|25|18|20,Atypical_CUP.tga|Atypical_HAT.tga|DRILL_typ_dis1.tga|FAN_typ_sim3.tga,CUP_atyp_sim2.tga|HAT_atyp_sim2.tga|Atypical_DRILL.tga|Typical_FAN.tga,,
3UL5XDRDNCARJGY3LA3FJ03H3OR58J,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,392CY0QWG2I5ZN496T1YFHN3ERLI4B,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:40:01 PST 2017,Thu Feb 23 10:40:21 PST 2017,Thu Mar 02 10:40:21 PST 2017,,,,20,0% (0/0),0% (0/0),0% (0/0),1,BAG,BAG,3,Typical,atyp,dis,2,Typical_BAG.tga,BAG_atyp_dis2.tga,Typical_BAG.tga,BAG_atyp_dis2.tga,Typical_BAG_atyp_dis2.bmp,CHAIR,CHAIR,13,Atypical,atyp,dis,1,Atypical_CHAIR.tga,CHAIR_atyp_dis1.tga,Atypical_CHAIR.tga,CHAIR_atyp_dis1.tga,Atypical_CHAIR_atyp_dis1.bmp,LAMP,LAMP,29,Atypical,typ,sim,4,Atypical_LAMP.tga,LAMP_typ_sim4.tga,Atypical_LAMP.tga,LAMP_typ_sim4.tga,Atypical_LAMP_typ_sim4.bmp,CAKE,CAKE,10,Atypical,typ,sim,2,Atypical_CAKE.tga,CAKE_typ_sim2.tga,CAKE_typ_sim2.tga,Atypical_CAKE.tga,Atypical_CAKE_typ_sim2.bmp,atyp|atyp|typ|typ,2|1|4|2,1|1|1|1,dis|dis|sim|sim,Typical|Atypical|Atypical|Atypical,Typical_BAG.tga|Atypical_CHAIR.tga|Atypical_LAMP.tga|Atypical_CAKE.tga,BAG|CHAIR|LAMP|CAKE,Typical_BAG_atyp_dis2.bmp|Atypical_CHAIR_atyp_dis1.bmp|Atypical_LAMP_typ_sim4.bmp|Atypical_CAKE_typ_sim2.bmp,BAG_atyp_dis2.tga|CHAIR_atyp_dis1.tga|LAMP_typ_sim4.tga|CAKE_typ_sim2.tga,BAG|CHAIR|LAMP|CAKE,1,3,5,5,3|13|29|10,Typical_BAG.tga|Atypical_CHAIR.tga|Atypical_LAMP.tga|CAKE_typ_sim2.tga,BAG_atyp_dis2.tga|CHAIR_atyp_dis1.tga|LAMP_typ_sim4.tga|Atypical_CAKE.tga,,
3ZG552ORAMVXVVBTBKCRD7KDUC0V2C,373MH2DFEYS6RYOOJGTFJFP1SGBHBW,Visual Similarity of Two Objects,Select on a scale from 1 to 7 how visually similar or dissimilar two given objects in an image are.,psychology visual cognition scale similarity rate,$0.08 ,Thu Feb 23 10:33:17 PST 2017,9,BatchId:2698958;OriginalHitTemplateId:920937336;,240,604800,Thu Mar 02 10:33:17 PST 2017,,,3DI28L7YXB5CRJ54NSS5W4I8AE41E8,ARX0S1CIDJLOX,Submitted,Thu Feb 23 10:37:46 PST 2017,Thu Feb 23 10:38:02 PST 2017,Thu Mar 02 10:38:02 PST 2017,,,,16,0% (0/0),0% (0/0),0% (0/0),1,SWORD,SWORD,36,Atypical,typ,dis,5,Atypical_SWORD.tga,SWORD_typ_dis5.tga,SWORD_typ_dis5.tga,Atypical_SWORD.tga,Atypical_SWORD_typ_dis5.bmp,CAKE,CAKE,10,Typical,typ,sim,3,Typical_CAKE.tga,CAKE_typ_sim3.tga,CAKE_typ_sim3.tga,Typical_CAKE.tga,Typical_CAKE_typ_sim3.bmp,BICYCLE,BICYCLE,6,Atypical,typ,dis,5,Atypical_BICYCLE.tga,BICYCLE_typ_dis5.tga,BICYCLE_typ_dis5.tga,Atypical_BICYCLE.tga,Atypical_BICYCLE_typ_dis5.bmp,SCISSORS,SCISSORS,34,Typical,atyp,sim,5,Typical_SCISSORS.tga,SCISSORS_atyp_sim5.tga,SCISSORS_atyp_sim5.tga,Typical_SCISSORS.tga,Typical_SCISSORS_atyp_sim5.bmp,typ|typ|typ|atyp,5|3|5|5,1|1|1|1,dis|sim|dis|sim,Atypical|Typical|Atypical|Typical,Atypical_SWORD.tga|Typical_CAKE.tga|Atypical_BICYCLE.tga|Typical_SCISSORS.tga,SWORD|CAKE|BICYCLE|SCISSORS,Atypical_SWORD_typ_dis5.bmp|Typical_CAKE_typ_sim3.bmp|Atypical_BICYCLE_typ_dis5.bmp|Typical_SCISSORS_atyp_sim5.bmp,SWORD_typ_dis5.tga|CAKE_typ_sim3.tga|BICYCLE_typ_dis5.tga|SCISSORS_atyp_sim5.tga,SWORD|CAKE|BICYCLE|SCISSORS,2,4,1,5,36|10|6|34,SWORD_typ_dis5.tga|CAKE_typ_sim3.tga|BICYCLE_typ_dis5.tga|SCISSORS_atyp_sim5.tga,Atypical_SWORD.tga|Typical_CAKE.tga|Atypical_BICYCLE.tga|Typical_SCISSORS.tga,,
